"244","0"
"29","0"
"345","0"
"188","0"
"306","0"
"139","0"
"1","0"
"256","0"
"368","0"
"211","0"
"155","0"
"153","0"
"400","0"
"361","0"
"163","0"
"313","0"
"228","1"
"90","1"
"306","1"
"7","1"
"308","1"
"329","1"
"145","1"
"303","1"
"274","1"
"84","1"
"13","1"
"226","1"
"270","1"
"88","1"
"21","1"
"61","1"
"176","2"
"185","2"
"184","2"
"156","2"
"6","2"
"203","2"
"349","2"
"240","2"
"337","2"
"188","2"
"157","2"
"79","2"
"403","2"
"350","2"
"176","2"
"320","2"
"214","3"
"122","3"
"353","3"
"274","3"
"212","3"
"56","3"
"218","3"
"306","3"
"322","3"
"154","3"
"232","3"
"19","3"
"98","3"
"23","3"
"158","3"
"215","3"
"313","4"
"179","4"
"156","4"
"392","4"
"227","4"
"197","4"
"325","4"
"400","4"
"361","4"
"181","4"
"284","4"
"31","4"
"227","4"
"303","4"
"358","4"
"293","4"
"336","5"
"318","5"
"95","5"
"66","5"
"41","5"
"171","5"
"198","5"
"316","5"
"384","5"
"257","5"
"69","5"
"60","5"
"23","5"
"73","5"
"11","5"
"356","5"
"259","6"
"397","6"
"237","6"
"313","6"
"32","6"
"232","6"
"73","6"
"227","6"
"96","6"
"218","6"
"286","6"
"3","6"
"250","6"
"405","6"
"43","6"
"81","6"
"337","7"
"83","7"
"315","7"
"66","7"
"378","7"
"299","7"
"356","7"
"125","7"
"387","7"
"320","7"
"220","7"
"210","7"
"180","7"
"128","7"
"34","7"
"173","7"
"148","8"
"12","8"
"13","8"
"363","8"
"255","8"
"82","8"
"134","8"
"304","8"
"117","8"
"56","8"
"157","8"
"121","8"
"142","8"
"75","8"
"350","8"
"385","8"
"345","9"
"239","9"
"196","9"
"291","9"
"402","9"
"271","9"
"243","9"
"392","9"
"229","9"
"44","9"
"383","9"
"0","9"
"231","9"
"135","9"
"389","9"
"218","9"
"71","10"
"26","10"
"214","10"
"290","10"
"108","10"
"402","10"
"163","10"
"346","10"
"324","10"
"237","10"
"341","10"
"291","10"
"96","10"
"60","10"
"286","10"
"156","10"
"312","11"
"196","11"
"301","11"
"348","11"
"76","11"
"36","11"
"264","11"
"35","11"
"176","11"
"178","11"
"156","11"
"383","11"
"109","11"
"56","11"
"13","11"
"37","11"
"279","12"
"15","12"
"168","12"
"232","12"
"368","12"
"73","12"
"407","12"
"141","12"
"22","12"
"263","12"
"65","12"
"258","12"
"220","12"
"103","12"
"65","12"
"58","12"
"164","13"
"43","13"
"35","13"
"154","13"
"408","13"
"342","13"
"34","13"
"376","13"
"77","13"
"173","13"
"91","13"
"207","13"
"143","13"
"156","13"
"23","13"
"202","13"
"143","14"
"341","14"
"283","14"
"99","14"
"153","14"
"105","14"
"42","14"
"293","14"
"367","14"
"323","14"
"346","14"
"193","14"
"144","14"
"196","14"
"337","14"
"121","14"
"225","15"
"179","15"
"393","15"
"406","15"
"300","15"
"86","15"
"141","15"
"225","15"
"217","15"
"255","15"
"84","15"
"402","15"
"284","15"
"101","15"
"139","15"
"296","15"
"310","16"
"147","16"
"217","16"
"165","16"
"327","16"
"141","16"
"346","16"
"35","16"
"112","16"
"219","16"
"123","16"
"3","16"
"60","16"
"317","16"
"393","16"
"182","16"
"68","17"
"344","17"
"400","17"
"262","17"
"211","17"
"63","17"
"140","17"
"135","17"
"234","17"
"117","17"
"309","17"
"162","17"
"205","17"
"195","17"
"280","17"
"60","17"
"120","18"
"275","18"
"34","18"
"179","18"
"239","18"
"308","18"
"296","18"
"390","18"
"63","18"
"132","18"
"117","18"
"147","18"
"124","18"
"84","18"
"229","18"
"108","18"
"295","19"
"132","19"
"37","19"
"21","19"
"9","19"
